id,group,y
2142,268,2
2143,268,2
2144,268,2
2145,269,2
2146,269,3
2147,269,2
2148,269,2
2149,269,2
2150,269,2
2151,269,3
2152,269,3
2153,270,1
2154,270,1
2155,270,1
2156,270,1
2157,270,2
2158,270,1
2159,270,2
2160,270,2
2161,271,2
2162,271,1
2163,271,2
2164,271,1
2165,271,3
2166,271,3
2167,271,2
2168,271,2
2169,272,2
2170,272,2
2171,272,1
2172,272,3
2173,272,3
2174,272,3
2175,272,2
2176,272,2
2177,273,3
2178,273,3
2179,273,3
2180,273,3
2181,273,3
2182,273,1
2183,273,2
2184,273,3
2185,274,1
2186,274,1
2187,274,1
2188,274,1
2189,274,1
2190,274,1
2191,274,1
2192,274,1
2193,275,1
2194,275,3
2195,275,1
2196,275,2
2197,275,1
2198,275,1
2199,275,1
2200,275,1
2201,276,3
2202,276,2
2203,276,3
2204,276,3
2205,276,3
2206,276,1
2207,276,3
2208,276,3
2209,277,1
2210,277,1
2211,277,1
2212,277,3
2213,277,2
2214,277,1
2215,277,1
2216,277,1
2217,278,2
2218,278,3
2219,278,3
2220,278,2
2221,278,2
2222,278,1
2223,278,1
2224,278,2
2225,279,2
2226,279,2
2227,279,1
2228,279,1
2229,279,2
2230,279,2
2231,279,2
2232,279,1
2233,280,3
2234,280,2
2235,280,2
2236,280,2
2237,280,1
2238,280,2
2239,280,2
2240,280,1
2241,281,3
2242,281,1
2243,281,3
2244,281,3
2245,281,1
2246,281,1
2247,281,3
2248,281,2
2249,282,2
2250,282,2
2251,282,3
2252,282,3
2253,282,2
2254,282,3
2255,282,3
2256,282,3
2257,283,2
2258,283,1
2259,283,1
2260,283,1
2261,283,1
2262,283,2
2263,283,2
2264,283,1
2265,284,3
2266,284,3
2267,284,3
2268,284,3
2269,284,3
2270,284,1
2271,284,3
2272,284,3
2273,285,3
2274,285,3
2275,285,3
2276,285,3
2277,285,2
2278,285,2
2279,285,3
2280,285,3
2281,286,3
2282,286,1
2283,286,2
2284,286,2
2285,286,2
2286,286,3
2287,286,1
2288,286,1
2289,287,3
2290,287,1
2291,287,3
2292,287,3
2293,287,1
2294,287,1
2295,287,1
2296,287,1
2297,288,1
2298,288,1
2299,288,2
2300,288,2
2301,288,1
2302,288,2
2303,288,2
2304,288,1
2305,289,2
2306,289,1
2307,289,1
2308,289,3
2309,289,1
2310,289,2
2311,289,1
2312,289,1
2313,290,3
2314,290,1
2315,290,1
2316,290,2
2317,290,1
2318,290,1
2319,290,1
2320,290,1
2321,291,1
2322,291,1
2323,291,2
2324,291,1
2325,291,1
2326,291,3
2327,291,1
2328,291,1
2329,292,1
2330,292,1
2331,292,1
2332,292,1
2333,292,1
2334,292,1
2335,292,1
2336,292,1
2337,293,3
2338,293,3
2339,293,2
2340,293,3
2341,293,2
2342,293,2
2343,293,3
2344,293,3
2345,294,3
2346,294,3
2347,294,3
2348,294,3
2349,294,3
2350,294,2
2351,294,3
2352,294,2
2353,295,3
2354,295,3
2355,295,3
2356,295,2
2357,295,3
2358,295,3
2359,295,2
2360,295,2
2361,296,1
2362,296,2
2363,296,2
2364,296,3
2365,296,3
2366,296,2
2367,296,1
2368,296,1
2369,297,2
2370,297,3
2371,297,2
2372,297,1
2373,297,1
2374,297,2
2375,297,2
2376,297,2
2377,298,1
2378,298,1
2379,298,3
2380,298,3
2381,298,1
2382,298,3
2383,298,2
2384,298,2
2385,299,3
2386,299,3
2387,299,3
2388,299,3
2389,299,3
2390,299,3
2391,299,2
2392,299,1
2393,300,2
2394,300,1
2395,300,3
2396,300,1
2397,300,2
2398,300,1
2399,300,1
2400,300,1
2401,301,1
2402,301,1
2403,301,1
2404,301,1
2405,301,3
2406,301,2
2407,301,2
2408,301,1
2409,302,3
2410,302,3
2411,302,3
2412,302,1
2413,302,2
2414,302,3
2415,302,2
2416,302,3
2417,303,1
2418,303,1
2419,303,1
2420,303,3
2421,303,1
2422,303,1
2423,303,2
2424,303,3
2425,304,1
2426,304,3
2427,304,3
2428,304,3
2429,304,3
2430,304,2
2431,304,2
2432,304,3
2433,305,3
2434,305,3
2435,305,3
2436,305,1
2437,305,3
2438,305,1
2439,305,2
2440,305,2
2441,306,1
2442,306,1
2443,306,1
2444,306,1
2445,306,1
2446,306,1
2447,306,1
2448,306,1
2449,307,2
2450,307,2
2451,307,3
2452,307,1
2453,307,2
2454,307,2
2455,307,1
2456,307,3
2457,308,1
2458,308,1
2459,308,1
2460,308,2
2461,308,1
2462,308,1
2463,308,1
2464,308,1
2465,309,2
2466,309,3
2467,309,2
2468,309,2
2469,309,1
2470,309,3
2471,309,3
2472,309,2
2473,310,2
2474,310,1
2475,310,2
2476,310,1
2477,310,2
2478,310,3
2479,310,3
2480,310,2
2481,311,1
2482,311,3
2483,311,1
2484,311,1
2485,311,1
2486,311,2
2487,311,2
2488,311,1
2489,312,1
2490,312,3
2491,312,2
2492,312,2
2493,312,2
2494,312,3
2495,312,2
2496,312,1
2497,313,1
2498,313,3
2499,313,3
2500,313,2
2501,313,3
2502,313,3
2503,313,2
2504,313,3
2505,314,1
2506,314,1
2507,314,1
2508,314,1
2509,314,1
2510,314,1
2511,314,3
2512,314,2
2513,315,3
2514,315,2
2515,315,3
2516,315,1
2517,315,1
2518,315,2
2519,315,3
2520,315,2
2521,316,1
2522,316,1
2523,316,1
2524,316,2
2525,316,1
2526,316,1
2527,316,1
2528,316,1
2529,317,3
2530,317,2
2531,317,2
2532,317,3
2533,317,2
2534,317,2
2535,317,3
2536,317,2
2537,318,3
2538,318,2
2539,318,2
2540,318,2
2541,318,3
2542,318,2
2543,318,2
2544,318,2
2545,319,3
2546,319,1
2547,319,3
2548,319,1
2549,319,3
2550,319,2
2551,319,1
2552,319,2
2553,320,1
2554,320,2
2555,320,3
2556,320,3
2557,320,3
2558,320,3
2559,320,3
2560,320,1
2561,321,1
2562,321,1
2563,321,1
2564,321,1
2565,321,3
2566,321,1
2567,321,2
2568,321,1
2569,322,3
2570,322,3
2571,322,3
2572,322,3
2573,322,3
2574,322,3
2575,322,3
2576,322,3
2577,323,3
2578,323,2
2579,323,1
2580,323,3
2581,323,2
2582,323,3
2583,323,3
2584,323,2
2585,324,3
2586,324,2
2587,324,3
2588,324,1
2589,324,3
2590,324,3
2591,324,3
2592,324,3
2593,325,2
2594,325,1
2595,325,2
2596,325,2
2597,325,1
2598,325,2
2599,325,1
2600,325,1
2601,326,1
2602,326,2
2603,326,2
2604,326,1
2605,326,1
2606,326,1
2607,326,1
2608,326,1
2609,327,2
2610,327,1
2611,327,1
2612,327,2
2613,327,1
2614,327,1
2615,327,1
2616,327,2
2617,328,3
2618,328,3
2619,328,2
2620,328,2
2621,328,1
2622,328,1
2623,328,2
2624,328,2
2625,329,3
2626,329,2
2627,329,2
2628,329,1
2629,329,3
2630,329,3
2631,329,2
2632,329,3
2633,330,3
2634,330,3
2635,330,2
2636,330,3
2637,330,3
2638,330,3
2639,330,3
2640,330,3
2641,331,3
2642,331,2
2643,331,1
2644,331,2
2645,331,3
2646,331,3
2647,331,3
2648,331,2
2649,332,1
2650,332,3
2651,332,2
2652,332,1
2653,332,2
2654,332,2
2655,332,2
2656,332,2
2657,333,2
2658,333,1
2659,333,3
2660,333,3
2661,333,3
2662,333,1
2663,333,1
2664,333,2
2665,334,1
2666,334,1
2667,334,1
2668,334,1
2669,334,3
2670,334,1
2671,334,3
2672,334,1
2673,335,2
2674,335,3
2675,335,3
2676,335,1
2677,335,2
2678,335,1
2679,335,3
2680,335,1
2681,336,1
2682,336,1
2683,336,2
2684,336,2
2685,336,1
2686,336,1
2687,336,2
2688,336,1
2689,337,3
2690,337,1
2691,337,1
2692,337,1
2693,337,1
2694,337,1
2695,337,2
2696,337,1
2697,338,1
2698,338,1
2699,338,1
2700,338,1
2701,338,3
2702,338,2
2703,338,2
2704,338,3
2705,339,1
2706,339,3
2707,339,2
2708,339,1
2709,339,1
2710,339,2
2711,339,2
2712,339,1
2713,340,3
2714,340,3
2715,340,2
2716,340,3
2717,340,3
2718,340,2
2719,340,2
2720,340,3
2721,341,1
2722,341,2
2723,341,2
2724,341,1
2725,341,1
2726,341,1
2727,341,1
2728,341,1
2729,342,3
2730,342,1
2731,342,2
2732,342,1
2733,342,2
2734,342,1
2735,342,1
2736,342,1
2737,343,1
2738,343,2
2739,343,2
2740,343,1
2741,343,1
2742,343,3
2743,343,2
2744,343,3
2745,344,1
2746,344,1
2747,344,1
2748,344,1
2749,344,1
2750,344,1
2751,344,1
2752,344,1
2753,345,2
2754,345,3
2755,345,3
2756,345,1
2757,345,3
2758,345,2
2759,345,3
2760,345,1
2761,346,1
2762,346,2
2763,346,2
2764,346,1
2765,346,1
2766,346,2
2767,346,1
2768,346,2
2769,347,1
2770,347,3
2771,347,2
2772,347,3
2773,347,3
2774,347,2
2775,347,3
2776,347,1
2777,348,1
2778,348,1
2779,348,1
2780,348,2
2781,348,1
2782,348,1
2783,348,1
2784,348,1
2785,349,3
2786,349,3
2787,349,2
2788,349,3
2789,349,1
2790,349,2
2791,349,3
2792,349,2
2793,350,2
2794,350,1
2795,350,3
2796,350,1
2797,350,1
2798,350,2
2799,350,1
2800,350,1
2801,351,1
2802,351,1
2803,351,2
2804,351,1
2805,351,2
2806,351,1
2807,351,2
2808,351,2
2809,352,1
2810,352,1
2811,352,1
2812,352,1
2813,352,1
2814,352,2
2815,352,1
2816,352,1
2817,353,1
2818,353,1
2819,353,2
2820,353,1
2821,353,1
2822,353,1
2823,353,2
2824,353,2
2825,354,1
2826,354,1
2827,354,1
2828,354,1
2829,354,2
2830,354,3
2831,354,2
2832,354,3
2833,355,3
2834,355,1
2835,355,2
2836,355,1
2837,355,2
2838,355,2
2839,355,1
2840,355,1
2841,356,2
2842,356,1
2843,356,3
2844,356,2
2845,356,2
2846,356,2
2847,356,3
2848,356,3
2849,357,1
2850,357,3
2851,357,2
2852,357,1
2853,357,2
2854,357,2
2855,357,1
2856,357,1
2857,358,1
2858,358,2
2859,358,2
2860,358,2
2861,358,1
2862,358,2
2863,358,1
2864,358,2
2865,359,1
2866,359,2
2867,359,1
2868,359,2
2869,359,1
2870,359,1
2871,359,2
2872,359,2
2873,360,3
2874,360,3
2875,360,1
2876,360,2
2877,360,1
2878,360,2
2879,360,3
2880,360,3
2881,361,1
2882,361,1
2883,361,1
2884,361,3
2885,361,3
2886,361,3
2887,361,3
2888,361,2
2889,362,2
2890,362,1
2891,362,1
2892,362,1
2893,362,1
2894,362,3
2895,362,2
2896,362,1
2897,363,3
2898,363,3
2899,363,3
2900,363,3
2901,363,3
2902,363,3
2903,363,3
2904,363,3
2905,364,3
2906,364,2
2907,364,2
2908,364,1
2909,364,2
2910,364,2
2911,364,1
2912,364,1
2913,365,2
2914,365,1
2915,365,1
2916,365,3
2917,365,2
2918,365,2
2919,365,3
2920,365,1
2921,366,1
2922,366,2
2923,366,1
2924,366,2
2925,366,1
2926,366,3
2927,366,1
2928,366,1
2929,367,1
2930,367,2
2931,367,2
2932,367,2
2933,367,1
2934,367,1
2935,367,1
2936,367,2
2937,368,3
2938,368,3
2939,368,3
2940,368,1
2941,368,3
2942,368,3
2943,368,2
2944,368,3
2945,369,1
2946,369,2
2947,369,3
2948,369,2
2949,369,3
2950,369,3
2951,369,3
2952,369,2
2953,370,3
2954,370,3
2955,370,3
2956,370,1
2957,370,3
2958,370,3
2959,370,3
2960,370,3
2961,371,2
2962,371,3
2963,371,2
2964,371,3
2965,371,2
2966,371,2
2967,371,1
2968,371,2
2969,372,2
2970,372,2
2971,372,1
2972,372,3
2973,372,1
2974,372,1
2975,372,3
2976,372,3
2977,373,1
2978,373,2
2979,373,1
2980,373,1
2981,373,2
2982,373,3
2983,373,1
2984,373,3
2985,374,1
2986,374,1
2987,374,1
2988,374,1
2989,374,1
2990,374,1
2991,374,1
2992,374,1
2993,375,1
2994,375,3
2995,375,1
2996,375,1
2997,375,1
2998,375,2
2999,375,1
3000,375,1
3001,376,1
3002,376,3
3003,376,2
3004,376,3
3005,376,1
3006,376,3
3007,376,2
3008,376,2
3009,377,3
3010,377,3
3011,377,2
3012,377,3
3013,377,1
3014,377,1
3015,377,1
3016,377,3
3017,378,1
3018,378,1
3019,378,1
3020,378,1
3021,378,1
3022,378,1
3023,378,3
3024,378,1
3025,379,3
3026,379,3
3027,379,3
3028,379,2
3029,379,2
3030,379,3
3031,379,3
3032,379,2
3033,380,1
3034,380,2
3035,380,2
3036,380,1
3037,380,2
3038,380,1
3039,380,1
3040,380,3
3041,381,3
3042,381,2
3043,381,3
3044,381,3
3045,381,1
3046,381,3
3047,381,2
3048,381,3
3049,382,2
3050,382,1
3051,382,2
3052,382,3
3053,382,2
3054,382,2
3055,382,1
3056,382,3
3057,383,2
3058,383,3
3059,383,1
3060,383,3
3061,383,2
3062,383,3
3063,383,3
3064,383,1
3065,384,1
3066,384,3
3067,384,2
3068,384,2
3069,384,2
3070,384,2
3071,384,1
3072,384,1
3073,385,2
3074,385,3
3075,385,3
3076,385,3
3077,385,3
3078,385,3
3079,385,2
3080,385,2
3081,386,1
3082,386,1
3083,386,1
3084,386,1
3085,386,1
3086,386,1
3087,386,2
3088,386,1
3089,387,2
3090,387,2
3091,387,2
3092,387,2
3093,387,3
3094,387,2
3095,387,1
3096,387,2
3097,388,3
3098,388,2
3099,388,3
3100,388,2
3101,388,3
3102,388,1
3103,388,3
3104,388,2
3105,389,1
3106,389,1
3107,389,1
3108,389,1
3109,389,2
3110,389,1
3111,389,1
3112,389,1
3113,390,1
3114,390,2
3115,390,1
3116,390,1
3117,390,3
3118,390,2
3119,390,1
3120,390,1
3121,391,3
3122,391,3
3123,391,3
3124,391,3
3125,391,2
3126,391,3
3127,391,2
3128,391,2
3129,392,1
3130,392,3
3131,392,3
3132,392,3
3133,392,1
3134,392,1
3135,392,2
3136,392,1
3137,393,1
3138,393,1
3139,393,1
3140,393,1
3141,393,3
3142,393,1
3143,393,2
3144,393,1
3145,394,3
3146,394,1
3147,394,3
3148,394,2
3149,394,1
3150,394,1
3151,394,3
3152,394,3
3153,395,1
3154,395,2
3155,395,3
3156,395,2
3157,395,3
3158,395,2
3159,395,2
3160,395,3
3161,396,1
3162,396,1
3163,396,1
3164,396,1
3165,396,1
3166,396,1
3167,396,1
3168,396,2
3169,397,3
3170,397,2
3171,397,2
3172,397,3
3173,397,3
3174,397,1
3175,397,1
3176,397,3
3177,398,1
3178,398,2
3179,398,1
3180,398,1
3181,398,1
3182,398,3
3183,398,3
3184,398,1
3185,399,3
3186,399,2
3187,399,3
3188,399,3
3189,399,1
3190,399,3
3191,399,3
3192,399,3
3193,400,1
3194,400,2
3195,400,2
3196,400,1
3197,400,2
3198,400,2
3199,400,3
3200,400,2
